"method","auc","fp_min","fp_maj","tp_min","tp_maj","fn_min","fn_maj","tn_min","tn_maj","FPR_min","FPR_maj","FPR_diff","FPR_pdiff","TPR_min","TPR_maj","TPR_diff","TPR_pdiff","PP_min","PP_maj","PP_diff","PP_pdiff","avg_score_min","avg_score_maj","score_diff","score_pdiff","accuracy2_min","accuracy2_maj","accuracy","loans_maj","loans_min","cutoff"
"log reg w minor",0.7170184,754,11036,366,3299,2,325,26,4264,0.966666666666667,0.721307189542484,0.245359477124183,0.29071478355146,0.994565217391304,0.910320088300221,0.0842451290910836,0.0884516551619892,0.326785714285714,0.230136030694105,0.0966496835916089,0.347085329178918,0.271945249748553,0.117204294992142,0.154740954756411,0.795277583374899,0.341463414634146,0.399651236525048,0.396323236349143,4589,28,0.327729639243597
