"method","auc","fp_min","fp_maj","tp_min","tp_maj","fn_min","fn_maj","tn_min","tn_maj","FPR_min","FPR_maj","FPR_diff","FPR_pdiff","TPR_min","TPR_maj","TPR_diff","TPR_pdiff","PP_min","PP_maj","PP_diff","PP_pdiff","avg_score_min","avg_score_maj","score_diff","score_pdiff","accuracy2_min","accuracy2_maj","accuracy","loans_maj","loans_min","cutoff"
"log reg w/o minor in-sample",0.713714,713,9935,1394,12619,62,1939,109,5257,0.867396593673966,0.653962611901001,0.213433981772965,0.280583284987325,0.957417582417582,0.866808627558731,0.0906089548588519,0.0993396042259786,0.661604176554343,0.559501640507227,0.102102536047116,0.167229628457281,0.221197136999095,0.139682728467627,0.0815144085314682,0.451753707157071,0.659789288849868,0.600873949579832,0.605064318721119,7196,171,0.354519535404491
