"method","auc","fp_min","fp_maj","tp_min","tp_maj","fn_min","fn_maj","tn_min","tn_maj","FPR_min","FPR_maj","FPR_diff","FPR_pdiff","TPR_min","TPR_maj","TPR_diff","TPR_pdiff","PP_min","PP_maj","PP_diff","PP_pdiff","avg_score_min","avg_score_maj","score_diff","score_pdiff","accuracy2_min","accuracy2_maj","accuracy","loans_maj","loans_min","cutoff"
"log reg w minor, in-sample",0.7153676,779,9861,1442,12579,14,1979,43,5331,0.947688564476886,0.649091627172196,0.29859693730469,0.37399879941686,0.990384615384615,0.864060997389751,0.126323617994864,0.136238687319469,0.64925709140027,0.560561497326203,0.0886955940740669,0.146626270914606,0.286430506317195,0.136617886377582,0.149812619939613,0.70825287379215,0.65188762071993,0.602016806722689,0.605563881603597,7310,57,0.352726649082277
