ID,results3,minority,denied
708639,-0.9998094344024141,0,1
759781,-0.9995752792495903,0,1
757565,-1.000413557092127,0,1
712242,-1.000046615695184,0,1
705548,-0.9998993403528859,0,1
708138,1.0013522502581607,0,1
702791,1.0012640629493852,0,1
805950,-0.9945822460997191,0,1
780977,-0.999345454545382,0,1
781372,1.0022118983268635,0,1
776276,-0.9992747607891274,0,1
778836,-0.9994967862362089,0,1
780259,1.0014810998867794,0,1
710613,1.000558121696319,0,1
756669,-0.9995675325969794,0,1
780746,-0.9990705157922664,0,1
705368,-0.9997843682375828,0,1
713097,-0.9986023911635497,0,1
713767,-0.9985395694128123,0,1
763819,-1.000513985026191,0,1
787456,-0.99852981026833,0,1
707435,0.9998322992474885,0,1
707056,1.0001772669169786,1,1
782896,-0.999717276630601,0,1
705377,-0.9986402637345836,0,1
708185,-0.999933350003608,0,1
804807,1.001006049676075,0,1
707293,0.9994923754830011,0,1
705075,-0.9988240065557863,1,1
801849,-0.9994640498732614,0,1
802110,0.9982392691394987,0,1
705822,-0.9991529964407937,0,1
712122,-1.0000583808359806,0,1
708625,-0.9956520495751002,0,1
805944,2.9961333111356123,0,1
707689,-0.9993456894037446,0,1
709168,0.9996506529740569,0,1
799258,-1.000294878128562,0,1
777218,-0.9993954328749033,0,1
706684,-0.9999818336493159,0,1
781106,3.000962015494185,0,1
783375,-0.9990791845282266,0,1
714056,0.9995426158386901,0,1
782869,-0.999453112094565,0,1
710107,2.996461876728838,0,1
707367,-0.9998905929829759,1,1
770092,-0.9992937397676374,0,1
703961,-1.0003361831862079,0,1
773498,1.0000545239321865,0,1
780929,-0.9994049402990114,0,1
709683,-0.9992360520911933,1,1
706634,-0.999744252385461,0,1
750999,-0.9990489939357176,0,1
764392,-0.9995244233826434,0,1
760253,-0.9936874574598743,0,1
800802,-0.9945282531696709,0,1
768166,-0.9999319957317542,1,1
703985,0.9998088564461253,0,1
780158,-0.9975958164982005,0,1
801334,0.9971226844917277,0,1
778907,1.0018256373261631,1,1
803113,1.0042626767028895,0,1
750884,-0.999100916856305,0,1
711966,-0.9995758767575765,1,1
713486,0.9999133083879198,1,1
711841,-0.9988264141856354,0,1
706094,-0.9988492774358698,0,1
703761,-0.9993851688930956,0,1
706513,-0.991464720131451,0,1
707559,1.0021569927487963,0,1
768143,-0.9990642241932971,0,1
712461,-0.9986430245283967,0,1
760463,-0.9986901997752221,0,1
750951,-0.9995229506032596,0,1
776274,-0.9990380321424399,0,1
774647,1.0008537231361498,0,1
751465,-0.9992157845192554,0,1
773504,-0.9944310383075109,0,1
708381,-0.9991577871003839,0,1
774635,-0.9999496841018863,1,1
807004,1.0018176953103293,0,1
802214,1.0074426398510306,0,1
706069,0.999864297031868,0,1
781457,-0.9993410480275844,0,1
774284,-0.9993090478951094,0,1
754519,-0.9998150611112925,0,1
805606,2.996040631986259,0,1
779654,1.0040066326810044,0,1
752660,-0.9998403486727973,0,1
803298,-0.9999938555233652,0,1
781045,-0.9997957719038219,0,1
714312,-0.9976537260428021,0,1
703164,-0.9996327820740607,0,1
707675,-1.000682929033949,0,1
704223,-0.9995629388956621,0,1
754723,0.9987570242556533,0,1
779664,-1.0002577637000236,0,1
707707,1.000091896458088,0,1
803559,-0.9951023569137403,0,1
752478,1.0015759072741384,0,1
712169,2.996997250938163,0,1
751350,-1.0004393851475335,0,1
787396,-1.000849684669388,0,1
705816,-1.0006151392714813,0,1
713807,0.9993748936422348,0,1
708999,-0.9991762143163293,0,1
710820,-1.0000352981531426,0,1
703690,-0.9996191204760022,0,1
713734,0.9985546250819749,0,1
715182,1.0040272005858326,0,1
704619,1.0016401201658072,0,1
762389,0.9995648043938256,0,1
767508,-0.9994494776971089,0,1
712007,2.9986902022717867,0,1
768365,0.9994096638909328,0,1
754493,-1.0001470471512857,0,1
805699,-0.999858192054017,0,1
806783,1.0044125058183466,0,1
713760,1.0014905568011137,1,1
779598,0.9996313257588133,0,1
803456,1.0013672295350422,0,1
768048,2.998536403495759,0,1
781118,-0.995185295978022,0,1
710859,0.999754492986585,0,1
709948,-0.9994413610645401,0,1
711122,0.9998144497324007,0,1
777974,-0.999185702032567,0,1
715168,-0.9992874592417765,0,1
705592,-0.9997732711436627,0,1
759959,1.0000814057553988,0,1
769251,1.0002018131951442,0,1
801230,0.9967093352224282,1,1
779363,1.0040896965338568,0,1
751707,-0.9997039370065771,0,1
711110,-0.9996872808264322,0,1
802236,3.001365459593281,0,1
709249,0.9994276572930992,0,1
754532,-0.9990608172492551,0,1
710362,0.9996055462256911,0,1
704123,-0.999856163766922,0,1
775085,0.9993236694625879,0,1
708797,-0.9993767593712287,0,1
705645,-0.9994522901146815,0,1
790161,-0.9990363464424029,0,1
779886,-0.9992992703662723,0,1
713662,1.0029118020203578,0,1
708483,3.000656064883603,0,1
759972,-0.9992558694375652,0,1
708723,-1.0004137403113424,0,1
710838,-0.9997340350006535,0,1
753811,-0.9993861131997012,0,1
776401,-0.9995344436815495,0,1
781646,0.9994673864803033,0,1
752723,-0.9944677554237528,0,1
801586,-0.9996061555438032,0,1
782972,1.0011695764585835,0,1
776376,1.0019304238549744,0,1
783485,-0.9995276658119941,0,1
805233,-0.9990448976500741,0,1
755593,-0.9997136882782908,0,1
706307,-0.9994682485433497,0,1
710511,1.000474141836638,0,1
710454,-0.9997416079427167,0,1
711492,-0.9989326900494845,0,1
705373,-0.9987707968086528,0,1
779075,0.9996592459373327,0,1
807501,0.9975503909917242,0,1
780790,-0.9995633989426318,0,1
707109,-0.9991305520582227,0,1
710734,-0.9999436479156724,0,1
704830,-0.9999759295116347,0,1
752662,-0.9988410911913149,0,1
803392,-0.9994006709777459,0,1
705472,1.00018006628164,0,1
711638,-1.0009915034329868,0,1
800644,2.9982874834044853,0,1
803878,1.0033500219893168,0,1
710536,0.9994977764588947,0,1
706533,-0.9993092683744021,0,1
707889,-0.999529916603714,0,1
709686,1.0001499556408096,0,1
756758,-0.9988421065996254,0,1
707913,1.000140639829909,0,1
767175,-0.9997676207134677,0,1
711186,0.9998779957949341,1,1
712369,0.9997016968845814,0,1
805360,0.9948728493281193,0,1
708201,-0.9993239976183311,0,1
801292,2.9963345064874525,0,1
782578,-0.9989565889793172,0,1
767274,-0.9997963518861532,0,1
781651,0.9999480668771791,0,1
756414,-0.9999270011943937,0,1
706582,1.0016783140878136,0,1
782232,-1.0002117252885698,0,1
783482,0.9999820252119384,1,1
767441,-0.9997592129778293,0,1
706304,-1.0005121473450154,0,1
774742,-0.9995226681772117,0,1
781734,-0.9993009714122275,0,1
709049,0.9992415678935539,0,1
711406,-0.9995177124150133,0,1
706961,0.9947367146026157,0,1
705808,-0.9985402303876755,0,1
709453,-0.9998212861994157,0,1
784851,1.0038133554005189,0,1
706212,-1.000330425328031,0,1
788584,-0.999606949296077,0,1
783166,-0.9993141705025975,0,1
756511,-1.0001128970843212,0,1
761272,-0.9991893075272548,0,1
712465,-0.9987861713587406,0,1
751447,-0.9986704872106634,0,1
757251,-0.9998716772360835,0,1
710879,2.9958225277830497,0,1
781919,-0.9998857235642361,0,1
706158,0.9999980594541799,1,1
714316,1.000085376298696,0,1
707861,1.0002980918448388,0,1
806577,-0.9940999706710394,0,1
706134,1.0005779391168281,0,1
708594,-0.9998611455621101,0,1
806718,-0.9950278615160524,0,1
706324,-0.9998864350461171,0,1
784246,1.0041003043168564,0,1
709124,1.0000000000000004,0,1
801473,2.9970471963742917,0,1
751877,2.9985111376820717,0,1
705306,-0.9998584773944815,0,1
710017,1.0016321274250632,1,1
710546,-0.9999055189572115,0,1
712274,0.999883328102327,0,1
804908,2.995169580201169,0,1
707338,-0.9998016066308663,0,1
706638,1.0015701601067204,0,1
785511,-0.9989884837172246,1,1
713743,0.9950701345447642,0,1
802161,0.997635323755634,0,1
752000,-1.0011307621515555,0,1
713500,1.0013647545984652,0,1
800660,0.9959429554414413,0,1
