"method","auc","fp_min","fp_maj","tp_min","tp_maj","fn_min","fn_maj","tn_min","tn_maj","FPR_min","FPR_maj","FPR_diff","FPR_pdiff","TPR_min","TPR_maj","TPR_diff","TPR_pdiff","PP_min","PP_maj","PP_diff","PP_pdiff","avg_score_min","avg_score_maj","score_diff","score_pdiff","accuracy2_min","accuracy2_maj","accuracy","loans_maj","loans_min","cutoff"
"log reg w/o minor",0.7141338,705,11084,355,3311,13,313,75,4216,0.903846153846154,0.724444444444444,0.179401709401709,0.220355886830088,0.964673913043478,0.913631346578366,0.0510425664651118,0.0543495964818713,0.334905660377358,0.230010420284821,0.104895240092537,0.371365743278478,0.202810259458749,0.120237028214925,0.0825732312438239,0.511214514992215,0.374564459930314,0.397748890298034,0.396422877640494,4529,88,0.329476349790735
