"method","auc","fp_min","fp_maj","tp_min","tp_maj","fn_min","fn_maj","tn_min","tn_maj","FPR_min","FPR_maj","FPR_diff","FPR_pdiff","TPR_min","TPR_maj","TPR_diff","TPR_pdiff","PP_min","PP_maj","PP_diff","PP_pdiff","avg_score_min","avg_score_maj","score_diff","score_pdiff","accuracy2_min","accuracy2_maj","accuracy","loans_maj","loans_min","cutoff"
"log reg trained with minorities, tested as if everyone is white",0.7136092,702,11094,352,3307,16,317,78,4206,0.9,0.725098039215686,0.174901960784314,0.215250965250965,0.956521739130435,0.912527593818985,0.0439941453114503,0.0470764944893414,0.333965844402277,0.229636830775641,0.104329013626636,0.370221853874991,0.196495216882301,0.118484184360288,0.0780110325220128,0.495340534741387,0.374564459930314,0.397009088987529,0.395725388601036,4523,94,0.326449749875452
